county,state,county_code,deaths,population,crude_rate,year,death_rate_lag1
Moniteau County,MO,29135,76,15585,487.6,2022,NA
Monroe County,MO,29137,48,8672,553.5,2022,NA
Montgomery County,MO,29139,89,11294,788.0,2022,NA
Morgan County,MO,29141,159,20716,767.5,2022,NA
New Madrid County,MO,29143,133,16693,796.7,2022,NA
Newton County,MO,29145,291,58451,497.9,2022,NA
Nodaway County,MO,29147,85,21743,390.9,2022,NA
Oregon County,MO,29149,74,10411,710.8,2022,NA
Osage County,MO,29151,62,13535,458.1,2022,NA
Ozark County,MO,29153,62,9083,682.6,2022,NA
Pemiscot County,MO,29155,96,15600,615.4,2022,NA
Perry County,MO,29157,79,19194,411.6,2022,NA
Pettis County,MO,29159,205,42490,482.5,2022,NA
Phelps County,MO,29161,210,44414,472.8,2022,NA
Pike County,MO,29163,71,17552,404.5,2022,NA
Platte County,MO,29165,364,106532,341.7,2022,NA
Polk County,MO,29167,170,32490,523.2,2022,NA
Pulaski County,MO,29169,152,52709,288.4,2022,NA
Putnam County,MO,29171,37,4688,789.2,2022,NA
Ralls County,MO,29173,55,10299,534.0,2022,NA
Randolph County,MO,29175,140,24409,573.6,2022,NA
Ray County,MO,29177,121,22915,528.0,2022,NA
Reynolds County,MO,29179,41,6198,661.5,2022,NA
Ripley County,MO,29181,86,13300,646.6,2022,NA
St. Charles County,MO,29183,1385,406204,341.0,2022,NA
St. Clair County,MO,29185,58,9689,598.6,2022,NA
Ste. Genevieve County,MO,29186,85,17924,474.2,2022,NA
St. Francois County,MO,29187,363,66485,546.0,2022,NA
St. Louis County,MO,29189,4329,994020,435.5,2022,NA
Saline County,MO,29195,118,22858,516.2,2022,NA
Schuyler County,MO,29197,17,4534,Unreliable,2022,NA
Scotland County,MO,29199,20,4871,410.6,2022,NA
Scott County,MO,29201,191,38288,498.9,2022,NA
Shannon County,MO,29203,56,8203,682.7,2022,NA
Shelby County,MO,29205,31,5919,523.7,2022,NA
Stoddard County,MO,29207,157,29001,541.4,2022,NA
Stone County,MO,29209,182,32465,560.6,2022,NA
Sullivan County,MO,29211,33,6033,547.0,2022,NA
Taney County,MO,29213,297,56104,529.4,2022,NA
Texas County,MO,29215,163,25112,649.1,2022,NA
Vernon County,MO,29217,115,20388,564.1,2022,NA
Warren County,MO,29219,174,36594,475.5,2022,NA
Washington County,MO,29221,148,24604,601.5,2022,NA
Wayne County,MO,29223,90,12769,704.8,2022,NA
Webster County,MO,29225,165,39859,414.0,2022,NA
Worth County,MO,29227,22,1953,1126.5,2022,NA
Wright County,MO,29229,143,18325,780.4,2022,NA
St. Louis city,MO,29510,1178,297645,395.8,2022,NA
Beaverhead County,MT,30001,40,9483,421.8,2022,NA
Big Horn County,MT,30003,59,13063,451.7,2022,NA
Blaine County,MT,30005,23,6568,350.2,2022,NA
Broadwater County,MT,30007,22,6444,341.4,2022,NA
Carbon County,MT,30009,39,10921,357.1,2022,NA
Cascade County,MT,30013,406,81346,499.1,2022,NA
Chouteau County,MT,30015,26,5699,456.2,2022,NA
Custer County,MT,30017,55,11292,487.1,2022,NA
Dawson County,MT,30021,39,8555,455.9,2022,NA
Deer Lodge County,MT,30023,53,9204,575.8,2022,NA
Fergus County,MT,30027,64,11104,576.4,2022,NA
Flathead County,MT,30029,463,105851,437.4,2022,NA
Gallatin County,MT,30031,260,116806,222.6,2022,NA
Glacier County,MT,30035,55,13594,404.6,2022,NA
Granite County,MT,30039,17,3317,Unreliable,2022,NA
Hill County,MT,30041,60,16358,366.8,2022,NA
Jefferson County,MT,30043,47,12360,380.3,2022,NA
Lake County,MT,30047,136,30986,438.9,2022,NA
Lewis and Clark County,MT,30049,312,70229,444.3,2022,NA
Liberty County,MT,30051,10,2369,Unreliable,2022,NA
Lincoln County,MT,30053,127,20343,624.3,2022,NA
Madison County,MT,30057,41,8959,457.6,2022,NA
Mineral County,MT,30061,22,4544,484.2,2022,NA
Missoula County,MT,30063,389,121630,319.8,2022,NA
Musselshell County,MT,30065,25,4669,535.4,2022,NA
Park County,MT,30067,65,16760,387.8,2022,NA
Phillips County,MT,30071,22,3919,561.4,2022,NA
Pondera County,MT,30073,39,5782,674.5,2022,NA
Powder River County,MT,30075,10,1681,Unreliable,2022,NA
Powell County,MT,30077,30,6817,440.1,2022,NA
Ravalli County,MT,30081,217,45002,482.2,2022,NA
Richland County,MT,30083,38,11043,344.1,2022,NA
Roosevelt County,MT,30085,66,10964,602.0,2022,NA
Rosebud County,MT,30087,42,8836,475.3,2022,NA
Sanders County,MT,30089,76,12157,625.2,2022,NA
Sheridan County,MT,30091,18,3261,Unreliable,2022,NA
Silver Bow County,MT,30093,177,35180,503.1,2022,NA
Stillwater County,MT,30095,41,9888,414.6,2022,NA
Sweet Grass County,MT,30097,26,3684,705.8,2022,NA
Teton County,MT,30099,33,6249,528.1,2022,NA
Toole County,MT,30101,25,4686,533.5,2022,NA
Valley County,MT,30105,31,7359,421.3,2022,NA
Yellowstone County,MT,30111,638,162990,391.4,2022,NA
Adams County,NE,31001,144,31321,459.8,2022,NA
Antelope County,NE,31003,29,6264,463.0,2022,NA
Boone County,NE,31011,26,5096,510.2,2022,NA
Box Butte County,NE,31013,55,10696,514.2,2022,NA
Boyd County,NE,31015,14,1860,Unreliable,2022,NA
Brown County,NE,31017,18,2981,Unreliable,2022,NA
Buffalo County,NE,31019,165,50114,329.2,2022,NA
Burt County,NE,31021,40,6477,617.6,2022,NA
Butler County,NE,31023,41,7960,515.1,2022,NA
Cass County,NE,31025,91,26232,346.9,2022,NA
Cedar County,NE,31027,48,8414,570.5,2022,NA
Chase County,NE,31029,22,3840,572.9,2022,NA
Cherry County,NE,31031,16,5781,Unreliable,2022,NA
Cheyenne County,NE,31033,48,9111,526.8,2022,NA
Clay County,NE,31035,27,6216,434.4,2022,NA
Colfax County,NE,31037,28,10587,264.5,2022,NA
Cuming County,NE,31039,29,8798,329.6,2022,NA
Custer County,NE,31041,46,10626,432.9,2022,NA
Dakota County,NE,31043,75,20070,373.7,2022,NA
Dawes County,NE,31045,38,8361,454.5,2022,NA
Dawson County,NE,31047,100,23510,425.4,2022,NA
Dixon County,NE,31051,16,5596,Unreliable,2022,NA
Dodge County,NE,31053,144,36222,397.5,2022,NA
Douglas County,NE,31055,1588,574332,276.5,2022,NA
Fillmore County,NE,31059,36,5519,652.3,2022,NA
Franklin County,NE,31061,25,2940,850.3,2022,NA
Furnas County,NE,31065,25,4653,537.3,2022,NA
Gage County,NE,31067,134,21431,625.3,2022,NA
Garden County,NE,31069,16,1847,Unreliable,2022,NA
Garfield County,NE,31071,13,1956,Unreliable,2022,NA
Gosper County,NE,31073,12,1986,Unreliable,2022,NA
Greeley County,NE,31077,11,2319,Unreliable,2022,NA
Hall County,NE,31079,215,61028,352.3,2022,NA
Hamilton County,NE,31081,32,9237,346.4,2022,NA
Harlan County,NE,31083,18,3311,Unreliable,2022,NA
Hitchcock County,NE,31087,15,2773,Unreliable,2022,NA
Holt County,NE,31089,45,9956,452.0,2022,NA
Howard County,NE,31093,24,6488,369.9,2022,NA
Jefferson County,NE,31095,43,7099,605.7,2022,NA
Johnson County,NE,31097,25,5057,494.4,2022,NA
Kearney County,NE,31099,35,6652,526.2,2022,NA
Keith County,NE,31101,52,7983,651.4,2022,NA
Kimball County,NE,31105,18,3495,Unreliable,2022,NA
Knox County,NE,31107,45,8304,541.9,2022,NA
Lancaster County,NE,31109,963,320650,300.3,2022,NA
Lincoln County,NE,31111,192,34347,559.0,2022,NA
Madison County,NE,31119,147,34813,422.3,2022,NA
Merrick County,NE,31121,36,7809,461.0,2022,NA
Morrill County,NE,31123,31,4625,670.3,2022,NA
Nance County,NE,31125,27,3532,764.4,2022,NA
Nemaha County,NE,31127,44,7044,624.6,2022,NA
Nuckolls County,NE,31129,15,4134,Unreliable,2022,NA
Otoe County,NE,31131,69,15965,432.2,2022,NA
Pawnee County,NE,31133,15,2601,Unreliable,2022,NA
Phelps County,NE,31137,33,9006,366.4,2022,NA
Pierce County,NE,31139,28,7184,389.8,2022,NA
Platte County,NE,31141,113,33364,338.7,2022,NA
Polk County,NE,31143,28,5201,538.4,2022,NA
Red Willow County,NE,31145,52,10627,489.3,2022,NA
Richardson County,NE,31147,43,7791,551.9,2022,NA
Rock County,NE,31149,15,1377,Unreliable,2022,NA
Saline County,NE,31151,44,13987,314.6,2022,NA
Sarpy County,NE,31153,484,188856,256.3,2022,NA
Saunders County,NE,31155,83,21927,378.5,2022,NA
Scotts Bluff County,NE,31157,148,35299,419.3,2022,NA
Seward County,NE,31159,81,17186,471.3,2022,NA
Sheridan County,NE,31161,39,5150,757.3,2022,NA
Sherman County,NE,31163,18,2986,Unreliable,2022,NA
Stanton County,NE,31167,21,5880,357.1,2022,NA
Thayer County,NE,31169,24,4887,491.1,2022,NA
Thurston County,NE,31173,32,7220,443.2,2022,NA
Valley County,NE,31175,16,4103,Unreliable,2022,NA
Washington County,NE,31177,74,20901,354.1,2022,NA
Wayne County,NE,31179,28,9492,295.0,2022,NA
Webster County,NE,31181,23,3419,672.7,2022,NA
York County,NE,31185,69,13511,510.7,2022,NA
Churchill County,NV,32001,126,25363,496.8,2022,NA
Clark County,NV,32003,8540,2315963,368.7,2022,NA
Douglas County,NV,32005,287,49088,584.7,2022,NA
Elko County,NV,32007,179,53006,337.7,2022,NA
Eureka County,NV,32011,13,2065,Unreliable,2022,NA
Humboldt County,NV,32013,70,16962,412.7,2022,NA
Lander County,NV,32015,21,5514,380.8,2022,NA
Lincoln County,NV,32017,28,5159,542.7,2022,NA
Lyon County,NV,32019,339,58319,581.3,2022,NA
Mineral County,NV,32021,33,4518,730.4,2022,NA
Nye County,NV,32023,439,48054,913.6,2022,NA
Pershing County,NV,32027,25,6573,380.3,2022,NA
Storey County,NV,32029,13,4207,Unreliable,2022,NA
Washoe County,NV,32031,1955,477082,409.8,2022,NA
White Pine County,NV,32033,50,9466,528.2,2022,NA
Carson City,NV,32510,357,56034,637.1,2022,NA
Belknap County,NH,33001,338,61551,549.1,2022,NA
Carroll County,NH,33003,284,49167,577.6,2022,NA
Cheshire County,NH,33005,335,76228,439.5,2022,NA
Coos County,NH,33007,239,31174,766.7,2022,NA
Grafton County,NH,33009,389,90691,428.9,2022,NA
Hillsborough County,NH,33011,1538,418735,367.3,2022,NA
Merrimack County,NH,33013,649,152622,425.2,2022,NA
Rockingham County,NH,33015,1171,311307,376.2,2022,NA
Strafford County,NH,33017,487,131533,370.2,2022,NA
Sullivan County,NH,33019,219,43267,506.2,2022,NA
Atlantic County,NJ,34001,1267,262945,481.8,2022,NA
Bergen County,NJ,34003,2999,930394,322.3,2022,NA
Burlington County,NJ,34005,1821,446596,407.8,2022,NA
Camden County,NJ,34007,2183,506809,430.7,2022,NA
Cape May County,NJ,34009,605,91546,660.9,2022,NA
Cumberland County,NJ,34011,689,147008,468.7,2022,NA
Essex County,NJ,34013,2630,800501,328.5,2022,NA
Gloucester County,NJ,34015,1266,293245,431.7,2022,NA
Hudson County,NJ,34017,1658,671666,246.8,2022,NA
Hunterdon County,NJ,34019,429,124797,343.8,2022,NA
Mercer County,NJ,34021,1374,367239,374.1,2022,NA
Middlesex County,NJ,34023,2650,822736,322.1,2022,NA
Monmouth County,NJ,34025,2601,618381,420.6,2022,NA
Morris County,NJ,34027,1770,491087,360.4,2022,NA
Ocean County,NJ,34029,3438,614237,559.7,2022,NA
Passaic County,NJ,34031,1672,500382,334.1,2022,NA
Salem County,NJ,34033,353,62451,565.2,2022,NA
Somerset County,NJ,34035,1087,329331,330.1,2022,NA
Sussex County,NJ,34037,594,140002,424.3,2022,NA
Union County,NJ,34039,1719,555394,309.5,2022,NA
Warren County,NJ,34041,498,105624,471.5,2022,NA
Bernalillo County,NM,35001,2780,681666,407.8,2022,NA
Catron County,NM,35003,30,3623,828.0,2022,NA
Chaves County,NM,35005,303,64711,468.2,2022,NA
Cibola County,NM,35006,122,26354,462.9,2022,NA
Colfax County,NM,35007,59,11927,494.7,2022,NA
Curry County,NM,35009,221,48793,452.9,2022,NA
DeBaca County,NM,35011,13,1673,Unreliable,2022,NA
Dona Ana County,NM,35013,868,221262,392.3,2022,NA
Eddy County,NM,35015,273,58418,467.3,2022,NA
Grant County,NM,35017,156,27007,577.6,2022,NA
Guadalupe County,NM,35019,24,4275,561.4,2022,NA
Hidalgo County,NM,35023,28,4106,681.9,2022,NA
Lea County,NM,35025,275,71830,382.8,2022,NA
Lincoln County,NM,35027,117,19939,586.8,2022,NA
Los Alamos County,NM,35028,67,19462,344.3,2022,NA
Luna County,NM,35029,141,23905,589.8,2022,NA
McKinley County,NM,35031,336,70824,474.4,2022,NA
Mora County,NM,35033,23,4478,513.6,2022,NA
Otero County,NM,35035,298,67967,438.4,2022,NA
Quay County,NM,35037,55,8197,671.0,2022,NA
Rio Arriba County,NM,35039,210,38521,545.2,2022,NA
Roosevelt County,NM,35041,74,18350,403.3,2022,NA
Sandoval County,NM,35043,591,148904,396.9,2022,NA
San Juan County,NM,35045,563,123312,456.6,2022,NA
San Miguel County,NM,35047,147,27144,541.6,2022,NA
Santa Fe County,NM,35049,590,151946,388.3,2022,NA
Sierra County,NM,35051,103,10867,947.8,2022,NA
Socorro County,NM,35053,72,16541,435.3,2022,NA
Taos County,NM,35055,157,32593,481.7,2022,NA
Torrance County,NM,35057,81,15486,523.1,2022,NA
Union County,NM,35059,18,4026,Unreliable,2022,NA
Valencia County,NM,35061,342,77574,440.9,2022,NA
Albany County,NY,36001,1224,303654,403.1,2022,NA
Allegany County,NY,36003,224,45587,491.4,2022,NA
Bronx County,NY,36005,4558,1401142,325.3,2022,NA
Broome County,NY,36007,968,189420,511.0,2022,NA
Cattaraugus County,NY,36009,411,75863,541.8,2022,NA
Cayuga County,NY,36011,350,76029,460.4,2022,NA
Chautauqua County,NY,36013,704,126032,558.6,2022,NA
Chemung County,NY,36015,476,82622,576.1,2022,NA
Chenango County,NY,36017,281,46730,601.3,2022,NA
Clinton County,NY,36019,364,79778,456.3,2022,NA
Columbia County,NY,36021,272,59534,456.9,2022,NA
Cortland County,NY,36023,211,47173,447.3,2022,NA
Delaware County,NY,36025,247,43938,562.2,2022,NA
Dutchess County,NY,36027,1200,293293,409.1,2022,NA
Erie County,NY,36029,4402,917241,479.9,2022,NA
Essex County,NY,36031,194,36891,525.9,2022,NA
Franklin County,NY,36033,191,49965,382.3,2022,NA
Fulton County,NY,36035,306,52812,579.4,2022,NA
Genesee County,NY,36037,259,56994,454.4,2022,NA
Greene County,NY,36039,255,47177,540.5,2022,NA
Hamilton County,NY,36041,27,4345,621.4,2022,NA
Herkimer County,NY,36043,298,60945,489.0,2022,NA
Jefferson County,NY,36045,426,108095,394.1,2022,NA
Kings County,NY,36047,7482,2538934,294.7,2022,NA
Lewis County,NY,36049,98,26187,374.2,2022,NA
Livingston County,NY,36051,263,62398,421.5,2022,NA
Madison County,NY,36053,297,70478,421.4,2022,NA
Monroe County,NY,36055,3010,740900,406.3,2022,NA
Montgomery County,NY,36057,244,49170,496.2,2022,NA
Nassau County,NY,36059,4591,1351334,339.7,2022,NA
New York County,NY,36061,4417,1611989,274.0,2022,NA
Niagara County,NY,36063,1135,208396,544.6,2022,NA
Oneida County,NY,36065,1099,227346,483.4,2022,NA
Onondaga County,NY,36067,1935,459214,421.4,2022,NA
Ontario County,NY,36069,449,110091,407.8,2022,NA
Orange County,NY,36071,1329,385234,345.0,2022,NA
Orleans County,NY,36073,185,39978,462.8,2022,NA
Oswego County,NY,36075,568,116346,488.2,2022,NA
Otsego County,NY,36077,297,58701,506.0,2022,NA
Putnam County,NY,36079,341,98532,346.1,2022,NA
Queens County,NY,36081,6694,2225821,300.7,2022,NA
Rensselaer County,NY,36083,685,158108,433.2,2022,NA
Richmond County,NY,36085,1647,475327,346.5,2022,NA
Rockland County,NY,36087,972,326225,298.0,2022,NA
St. Lawrence County,NY,36089,489,107185,456.2,2022,NA
Saratoga County,NY,36091,908,230298,394.3,2022,NA
Schenectady County,NY,36093,688,155358,442.8,2022,NA
Schoharie County,NY,36095,146,31132,469.0,2022,NA
Schuyler County,NY,36097,99,17685,559.8,2022,NA
Seneca County,NY,36099,154,33991,453.1,2022,NA
Steuben County,NY,36101,511,94657,539.8,2022,NA
Suffolk County,NY,36103,5572,1474273,377.9,2022,NA
Sullivan County,NY,36105,369,75802,486.8,2022,NA
Tioga County,NY,36107,261,47904,544.8,2022,NA
Tompkins County,NY,36109,273,101058,270.1,2022,NA
Ulster County,NY,36111,785,177716,441.7,2022,NA
Warren County,NY,36113,314,63756,492.5,2022,NA
Washington County,NY,36115,318,60606,524.7,2022,NA
Wayne County,NY,36117,450,89339,503.7,2022,NA
Westchester County,NY,36119,3076,965802,318.5,2022,NA
Wyoming County,NY,36121,173,39465,438.4,2022,NA
Yates County,NY,36123,108,24780,435.8,2022,NA
Alamance County,NC,37001,727,171346,424.3,2022,NA
Alexander County,NC,37003,182,37441,486.1,2022,NA
Alleghany County,NC,37005,58,11194,518.1,2022,NA
Anson County,NC,37007,122,24097,506.3,2022,NA
Ashe County,NC,37009,178,27166,655.2,2022,NA
Avery County,NC,37011,84,17571,478.1,2022,NA
Beaufort County,NC,37013,259,47073,550.2,2022,NA
Bertie County,NC,37015,97,18712,518.4,2022,NA
Bladen County,NC,37017,186,32911,565.2,2022,NA
Brunswick County,NC,37019,737,149039,494.5,2022,NA
Buncombe County,NC,37021,1167,263477,442.9,2022,NA
Burke County,NC,37023,480,90418,530.9,2022,NA
Cabarrus County,NC,37025,742,221479,335.0,2022,NA
Caldwell County,NC,37027,486,82100,592.0,2022,NA
Camden County,NC,37029,52,10984,473.4,2022,NA
Carteret County,NC,37031,349,69558,501.7,2022,NA
Caswell County,NC,37033,121,22443,539.1,2022,NA
Catawba County,NC,37035,757,160307,472.2,2022,NA
Chatham County,NC,37037,314,75748,414.5,2022,NA
Cherokee County,NC,37039,181,29073,622.6,2022,NA
Chowan County,NC,37041,82,13815,593.6,2022,NA
Clay County,NC,37043,73,11505,634.5,2022,NA
Cleveland County,NC,37045,510,99035,515.0,2022,NA
Columbus County,NC,37047,307,54754,560.7,2022,NA
Craven County,NC,37049,478,101233,472.2,2022,NA
Cumberland County,NC,37051,1197,336364,355.9,2022,NA
Currituck County,NC,37053,85,29052,292.6,2022,NA
Dare County,NC,37055,132,37547,351.6,2022,NA
Davidson County,NC,37057,856,169234,505.8,2022,NA
Davie County,NC,37059,215,43286,496.7,2022,NA
Duplin County,NC,37061,216,58794,367.4,2022,NA
Durham County,NC,37063,886,327306,270.7,2022,NA
Edgecombe County,NC,37065,257,50829,505.6,2022,NA
Forsyth County,NC,37067,1624,383843,423.1,2022,NA
Franklin County,NC,37069,264,71859,367.4,2022,NA
Gaston County,NC,37071,1188,226568,524.3,2022,NA
Gates County,NC,37073,51,11464,444.9,2022,NA
Graham County,NC,37075,33,8474,389.4,2022,NA
Granville County,NC,37077,254,60486,419.9,2022,NA
Greene County,NC,37079,73,20928,348.8,2022,NA
Guilford County,NC,37081,2164,540521,400.4,2022,NA
Halifax County,NC,37083,276,49479,557.8,2022,NA
Harnett County,NC,37085,460,137058,335.6,2022,NA
Haywood County,NC,37087,375,62972,595.5,2022,NA
Henderson County,NC,37089,638,118445,538.6,2022,NA
Hertford County,NC,37091,99,23108,428.4,2022,NA
Hoke County,NC,37093,139,55830,249.0,2022,NA
Hyde County,NC,37095,18,4843,Unreliable,2022,NA
Iredell County,NC,37097,679,185770,365.5,2022,NA
Jackson County,NC,37099,138,44033,313.4,2022,NA
Johnston County,NC,37101,709,216246,327.9,2022,NA
Jones County,NC,37103,35,9250,378.4,2022,NA
Lee County,NC,37105,251,62353,402.5,2022,NA
Lenoir County,NC,37107,301,55720,540.2,2022,NA
Lincoln County,NC,37109,395,88097,448.4,2022,NA
McDowell County,NC,37111,243,45782,530.8,2022,NA
Macon County,NC,37113,238,35994,661.2,2022,NA
Madison County,NC,37115,111,21740,510.6,2022,NA
Martin County,NC,37117,143,22178,644.8,2022,NA
Mecklenburg County,NC,37119,2760,1128945,244.5,2022,NA
Mitchell County,NC,37121,89,14881,598.1,2022,NA
Montgomery County,NC,37123,113,27238,414.9,2022,NA
Moore County,NC,37125,503,103352,486.7,2022,NA
Nash County,NC,37127,450,94859,474.4,2022,NA
New Hanover County,NC,37129,794,236613,335.6,2022,NA
Northampton County,NC,37131,127,19088,665.3,2022,NA
Onslow County,NC,37133,587,203943,287.8,2022,NA
Orange County,NC,37135,336,149077,225.4,2022,NA
Pamlico County,NC,37137,71,12715,558.4,2022,NA
Pasquotank County,NC,37139,195,40372,483.0,2022,NA
Pender County,NC,37141,243,64671,375.7,2022,NA
Perquimans County,NC,37143,86,13667,629.3,2022,NA
Person County,NC,37145,171,39925,428.3,2022,NA
Pitt County,NC,37147,632,182924,345.5,2022,NA
Polk County,NC,37149,124,21030,589.6,2022,NA
Randolph County,NC,37151,774,144557,535.4,2022,NA
Richmond County,NC,37153,270,44332,609.0,2022,NA
Robeson County,NC,37155,587,129999,451.5,2022,NA
Rockingham County,NC,37157,494,91285,541.2,2022,NA
Rowan County,NC,37159,685,142495,480.7,2022,NA
Rutherford County,NC,37161,375,67076,559.1,2022,NA
Sampson County,NC,37163,275,63382,433.9,2022,NA
Scotland County,NC,37165,179,34637,516.8,2022,NA
Stanly County,NC,37167,319,63239,504.4,2022,NA
Stokes County,NC,37169,281,45743,614.3,2022,NA
Surry County,NC,37171,448,71683,625.0,2022,NA
Swain County,NC,37173,106,14179,747.6,2022,NA
Transylvania County,NC,37175,189,34498,547.9,2022,NA
Tyrrell County,NC,37177,13,3774,Unreliable,2022,NA
Union County,NC,37179,695,244562,284.2,2022,NA
Vance County,NC,37181,240,44718,536.7,2022,NA
Wake County,NC,37183,2332,1132271,206.0,2022,NA
Warren County,NC,37185,115,19522,589.1,2022,NA
Washington County,NC,37187,69,11485,600.8,2022,NA
Watauga County,NC,37189,163,56441,288.8,2022,NA
Wayne County,NC,37191,459,123967,370.3,2022,NA
Wilkes County,NC,37193,353,68043,518.8,2022,NA
Wilson County,NC,37195,366,81979,446.5,2022,NA
Yadkin County,NC,37197,203,37625,539.5,2022,NA
Yancey County,NC,37199,107,18099,591.2,2022,NA
Adams County,ND,38001,10,2188,Unreliable,2022,NA
Barnes County,ND,38003,46,10402,442.2,2022,NA
Benson County,ND,38005,36,6762,532.4,2022,NA
Bottineau County,ND,38009,24,6287,381.7,2022,NA
Bowman County,ND,38011,15,2986,Unreliable,2022,NA
Burleigh County,ND,38015,299,96212,310.8,2022,NA
Cass County,ND,38017,503,183904,273.5,2022,NA
Dickey County,ND,38021,27,4705,573.9,2022,NA
Divide County,ND,38023,10,2277,Unreliable,2022,NA
Dunn County,ND,38025,11,4465,Unreliable,2022,NA
Eddy County,ND,38027,19,2179,Unreliable,2022,NA
Emmons County,ND,38029,11,3187,Unreliable,2022,NA
Foster County,ND,38031,15,3165,Unreliable,2022,NA
Grand Forks County,ND,38035,208,69481,299.4,2022,NA
Grant County,ND,38037,13,2215,Unreliable,2022,NA
Griggs County,ND,38039,12,2207,Unreliable,2022,NA
Hettinger County,ND,38041,16,2438,Unreliable,2022,NA
Kidder County,ND,38043,10,2458,Unreliable,2022,NA
LaMoure County,ND,38045,32,4033,793.5,2022,NA
McHenry County,ND,38049,22,5695,386.3,2022,NA
McIntosh County,ND,38051,14,2440,Unreliable,2022,NA
McKenzie County,ND,38053,30,15242,196.8,2022,NA
McLean County,ND,38055,36,9416,382.3,2022,NA
Mercer County,ND,38057,39,8174,477.1,2022,NA
Morton County,ND,38059,136,31503,431.7,2022,NA
Mountrail County,ND,38061,36,10502,342.8,2022,NA
Nelson County,ND,38063,21,2789,753.0,2022,NA
Pembina County,ND,38067,24,6658,360.5,2022,NA
Pierce County,ND,38069,20,3928,509.2,2022,NA
Ramsey County,ND,38071,52,11388,456.6,2022,NA
Ransom County,ND,38073,30,5173,579.9,2022,NA
Renville County,ND,38075,13,2283,Unreliable,2022,NA
Richland County,ND,38077,48,16156,297.1,2022,NA
Rolette County,ND,38079,72,14165,508.3,2022,NA
Sargent County,ND,38081,16,3913,Unreliable,2022,NA
Sheridan County,ND,38083,11,1275,Unreliable,2022,NA
Sioux County,ND,38085,16,4173,Unreliable,2022,NA
Stark County,ND,38089,101,32107,314.6,2022,NA
Stutsman County,ND,38093,80,20498,390.3,2022,NA
Traill County,ND,38097,35,7959,439.8,2022,NA
Walsh County,ND,38099,42,10437,402.4,2022,NA
Ward County,ND,38101,197,68466,287.7,2022,NA
Wells County,ND,38103,25,3709,674.0,2022,NA
Williams County,ND,38105,96,38700,248.1,2022,NA
Adams County,OH,39001,178,27531,646.5,2022,NA
Allen County,OH,39003,529,101980,518.7,2022,NA
Ashland County,OH,39005,297,53362,556.6,2022,NA
Ashtabula County,OH,39007,545,96513,564.7,2022,NA
Athens County,OH,39009,249,65481,380.3,2022,NA
Auglaize County,OH,39011,218,45680,477.2,2022,NA
Belmont County,OH,39013,393,65932,596.1,2022,NA
Brown County,OH,39015,243,43414,559.7,2022,NA
Butler County,OH,39017,1599,385648,414.6,2022,NA
Carroll County,OH,39019,143,26897,531.7,2022,NA
Champaign County,OH,39021,198,38960,508.2,2022,NA
Clark County,OH,39023,881,133593,659.5,2022,NA
Clermont County,OH,39025,932,207449,449.3,2022,NA
Clinton County,OH,39027,237,41921,565.3,2022,NA
Columbiana County,OH,39029,591,101118,584.5,2022,NA
Coshocton County,OH,39031,192,36449,526.8,2022,NA
Crawford County,OH,39033,259,41338,626.5,2022,NA
Cuyahoga County,OH,39035,5744,1227883,467.8,2022,NA
Darke County,OH,39037,284,51205,554.6,2022,NA
Defiance County,OH,39039,190,37778,502.9,2022,NA
Delaware County,OH,39041,597,213554,279.6,2022,NA
Erie County,OH,39043,377,73719,511.4,2022,NA
Fairfield County,OH,39045,646,159709,404.5,2022,NA
Fayette County,OH,39047,166,28579,580.8,2022,NA
Franklin County,OH,39049,4459,1324624,336.6,2022,NA
Fulton County,OH,39051,218,41889,520.4,2022,NA
Gallia County,OH,39053,174,29802,583.9,2022,NA
Geauga County,OH,39055,363,93271,389.2,2022,NA
Greene County,OH,39057,684,170122,402.1,2022,NA
Guernsey County,OH,39059,246,38779,634.4,2022,NA
Hamilton County,OH,39061,3372,817985,412.2,2022,NA
Hancock County,OH,39063,372,75407,493.3,2022,NA
Hardin County,OH,39065,179,31469,568.8,2022,NA
Harrison County,OH,39067,103,15014,686.0,2022,NA
Henry County,OH,39069,145,26904,539.0,2022,NA
Highland County,OH,39071,259,43304,598.1,2022,NA
Hocking County,OH,39073,153,28095,544.6,2022,NA
Holmes County,OH,39075,134,44004,304.5,2022,NA
Huron County,OH,39077,295,57979,508.8,2022,NA
Jackson County,OH,39079,188,32493,578.6,2022,NA
Jefferson County,OH,39081,429,64939,660.6,2022,NA
Knox County,OH,39083,295,62423,472.6,2022,NA
Lake County,OH,39085,1170,229569,509.7,2022,NA
Lawrence County,OH,39087,417,59091,705.7,2022,NA
Licking County,OH,39089,784,178100,440.2,2022,NA
Logan County,OH,39091,226,45326,498.6,2022,NA
Lorain County,OH,39093,1509,312172,483.4,2022,NA
Lucas County,OH,39095,1999,428294,466.7,2022,NA
Madison County,OH,39097,178,44559,399.5,2022,NA
Mahoning County,OH,39099,1307,226075,578.1,2022,NA
Marion County,OH,39101,364,64820,561.6,2022,NA
Medina County,OH,39103,765,180912,422.9,2022,NA
Meigs County,OH,39105,134,22678,590.9,2022,NA
Mercer County,OH,39107,193,41274,467.6,2022,NA
Miami County,OH,39109,559,107516,519.9,2022,NA
Monroe County,OH,39111,91,13586,669.8,2022,NA
Montgomery County,OH,39113,2855,531610,537.0,2022,NA
